address,ald_15,commarea,geo_networ,governance,grade_cat,grades,lat,long,network,phone,school_id,short_name,ward_15,zip,g,COUNT
10347 S EWING AVE,Susie Sadlowski Garza,EAST SIDE,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7068009995999986472270393278450,-87.5351753057999957263746182434261,Network 13,1(773)535-6540,"609935",GALLISTEL,"10","60617",22.3071,"84"
5225 N OAK PARK AVE,Mary O'Connor,NORWOOD PARK,"1",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9763516641000009599338227417320,-87.7962351140999999188352376222610,Network 1,1(773)534-1185,"609937",GARVY,"41","60656",31.2437,"112"
3740 W 31ST ST,Ricardo Munoz,SOUTH LAWNDALE,"7",District,ES,"PK, 3, 4, 5, 6, 7, 8",41.8370651520000009782052075024694,-87.7186966358000006493966793641448,Network 7,1(773)534-1455,"609938",GARY,"22","60623",26.1145,"92"
9301 S STATE ST,Anthony A. Beale,ROSELAND,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7253322792999981061257130932063,-87.6237194375000001400621840730309,Network 12,1(773)535-5065,"609939",GILLESPIE,"9","60619",20.5722,"53"
7316 S HOYNE AVE,Latasha R. Thomas,WEST ENGLEWOOD,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7606141274999984602800395805389,-87.6759655136000048969435738399625,Network 11,1(773)535-9015,"609941",RANDOLPH,"17","60636",17.6038,"28"
2236 N ROCKWELL ST,Proco (Joe) Moreno III,LOGAN SQUARE,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9228310073999992368953826371580,-87.6928996957999942196693154983222,Network 4,1(773)534-4135,"609942",GOETHE,"1","60647",24.1493,"125"
12302 S STATE ST,Anthony A. Beale,WEST PULLMAN,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6706175403000003143461071886122,-87.6225456605999966086528729647398,Network 13,1(773)535-5475,"609943",OWENS,"9","60628",30.7371,"73"
12810 S ESCANABA AVE,Susie Sadlowski Garza,HEGEWISCH,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6624809990000031234558264259249,-87.5533067103000064435036620125175,ISP,1(773)535-5380,"609944",GRISSOM,"10","60633",31.7197,"71"
5120 N WINTHROP AVE,Harry Osterman,UPTOWN,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9758165304000030459974368568510,-87.6579124924000012697433703579009,Network 2,1(773)534-2480,"609945",GOUDY,"48","60640",22.8848,"68"
4436 S UNION AVE,James A. Balcer,NEW CITY,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8133037297000029752780392300338,-87.6433442355999972050994983874261,Network 6,1(773)535-1308,"609947",GRAHAM ES,"11","60609",19.5295,"55"
3730 N LARAMIE AVE,John Arena,PORTAGE PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9487635795999977972314809449017,-87.7571155985999951099074678495526,Network 1,1(773)534-3520,"609949",GRAY,"45","60641",30.6580,"100"
3000 S LAWNDALE AVE,Ricardo Munoz,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2",41.8387905200999981047971232328564,-87.7171903202000038390906411223114,Network 7,1(773)534-1600,"609950",ORTIZ DE DOMINGUEZ,"22","60623",22.7367,"88"
1119 E 46TH ST,"William ""Will"" D. Burns",KENWOOD,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8111734625000011078554962296039,-87.5975029309000063904022681526840,ISP,1(773)535-1996,"609951",ARIEL,"4","60653",26.9334,"57"
3525 S HONORE ST,George A. Cardenas,MCKINLEY PARK,"8",District,ES,"PK, K, 1, 2, 3, 4, 5",41.8296692814000010685049346648157,-87.6714923696000028030539397150278,Network 8,1(773)535-4560,"609952",GREENE,"12","60609",19.6180,"107"
3715 W POLK ST,Michael D. Chandler,EAST GARFIELD PARK,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8707421626999973796046106144786,-87.7186661289999989321586326695979,Network 5,1(773)534-6820,"609954",GREGORY,"24","60624",28.9169,"72"
8524 S GREEN ST,"Howard B. Brookins, Jr.",AUBURN GRESHAM,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7389201578000026415793399792165,-87.6450252374000058352976338937879,AUSL,1(773)535-3350,"609955",GRESHAM,"21","60620",20.7724,"72"
5450 W 64TH PL,Marty Quinn,CLEARING,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7754642614999980310130922589451,-87.7588032936999979938264004886150,Network 10,1(773)535-2364,"609956",GRIMES,"13","60638",21.4818,"43"
4420 S SACRAMENTO AVE,Toni L. Foulkes,BRIGHTON PARK,"8",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8130073702999993656703736633062,-87.6993641851999967684605508111417,ISP,1(773)535-7215,"609958",GUNSAULUS,"15","60632",22.8298,"100"
247 W 23RD PL,Daniel S. Solis,ARMOUR SQUARE,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8499583162999968521944538224488,-87.6338063309000006029236828908324,Network 6,1(773)534-9200,"609959",HAINES,"25","60616",14.4410,"166"
6140 S MELVINA AVE,Marty Quinn,CLEARING,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7801917321000004790221282746643,-87.7765787090999936026491923257709,Network 10,1(773)535-2265,"609960",HALE,"13","60638",25.1907,"93"
8344 S COMMERCIAL AVE,Gregory Mitchell,SOUTH CHICAGO,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7437530832999996732723957393318,-87.5518617188999996869824826717377,Network 12,1(773)535-6694,"609961",NINOS HEROES,"7","60617",20.8011,"56"
1650 W CORNELIA AVE,Ameya Pawar,LAKE VIEW,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9452196550000024899418349377811,-87.6708653729999980441789375618100,ISP,1(773)534-5484,"609963",HAMILTON,"47","60657",24.0005,"137"
4747 S BISHOP ST,Willie B. Cochran,NEW CITY,"8",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8072415581000029760616598650813,-87.6611746597999967889336403459311,Network 8,1(773)535-4565,"609964",HAMLINE,"20","60609",25.5178,"93"
2819 W 21ST PL,George A. Cardenas,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8527191348999991760138073004782,-87.6962433008999937555927317589521,Network 7,1(773)535-4580,"609966",HAMMOND,"12","60623",19.6219,"96"
2332 S WESTERN AVE,Daniel S. Solis,LOWER WEST SIDE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8492149060000002691595000214875,-87.6856678426999991415868862532079,Network 7,1(773)535-5850,"609967",FINKL,"25","60608",14.4017,"91"
1841 N SPRINGFIELD AVE,Roberto Maldonado,HERMOSA,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9148163417999981561479216907173,-87.7239311320000041405364754609764,Network 4,1(773)534-4400,"609968",MCAULIFFE,"26","60647",22.1704,"74"
1556 E 56TH ST,Leslie A. Hairston,HYDE PARK,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7934472437000010813790140673518,-87.5868545966999931806640233844519,Network 9,1(773)535-0870,"609969",HARTE,"5","60637",27.1986,"92"
7525 S HARVARD,Roderick T. Sawyer,GREATER GRAND CROSSING,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7573405421999979125757818110287,-87.6327368742000061274666222743690,AUSL,1(773)535-3045,"609971",HARVARD,"6","60620",19.6036,"87"
4540 N HAMLIN AVE,Rey Colon,ALBANY PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.9640287092000008328795956913382,-87.7231280350000020007428247481585,Network 1,1(773)534-5040,"609972",HAUGAN,"35","60625",25.1350,"58"
2728 S KOSTNER AVE,Ricardo Munoz,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8413938042000026484856789465994,-87.7343133237999950324592646211386,ISP,1(773)534-1390,"609973",ZAPATA,"22","60623",24.2408,"75"
3319 N CLIFTON AVE,Thomas Tunney,LAKE VIEW,"4",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9422754889000017897160432767123,-87.6577088771000063616156694479287,ISP,1(773)534-5550,"609974",HAWTHORNE,"44","60657",21.2024,"103"
1018 N LARAMIE AVE,Emma M. Mitts,AUSTIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8991713556999982870365784037858,-87.7558132527999958938380586914718,Network 3,1(773)534-6000,"609975",HAY,"37","60651",25.0861,"96"
1518 W GRANVILLE AVE,Harry Osterman,EDGEWATER,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9945408864999976117360347416252,-87.6685037746999995533769833855331,Network 2,1(773)534-2040,"609976",HAYT,"48","60660",27.8406,"22"
6657 S KIMBARK AVE,Leslie A. Hairston,WOODLAWN,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.7733655322999979375708790030330,-87.5943919956000058846257161349058,Network 9,1(773)535-0801,"609977",WOODLAWN,"5","60637",29.6436,"33"
744 E 103RD ST,Michelle A. Harris,PULLMAN,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7075576176000026862311642616987,-87.6046604082000044400047045201063,Network 13,1(773)535-5689,"609978",SMITH,"8","60628",25.7716,"42"
3010 S PARNELL AVE,James A. Balcer,BRIDGEPORT,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8395948563000033004755096044391,-87.6403407498000035502627724781632,Network 6,1(773)534-9190,"609979",HEALY,"11","60616",20.4701,"91"
4640 S LAMON AVE,Ricardo Munoz,GARFIELD RIDGE,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8081749999999985334397933911532,-87.7457260568999970473669236525893,Network 10,1(773)535-2376,"609981",HEARST,"22","60638",25.2799,"115"
4747 S WINCHESTER AVE,Toni L. Foulkes,NEW CITY,"8",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8071121321999967790361552033573,-87.6733272590000041191160562448204,Network 8,1(773)535-7360,"609983",HEDGES,"15","60609",24.5086,"91"
4409 W WILCOX ST,Jason C. Ervin,WEST GARFIELD PARK,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8786646476999990795775374863297,-87.7358018933999943556045764125884,Network 5,1(773)534-6192,"609985",HEFFERAN,"28","60624",14.9536,"55"
5650 S WOLCOTT AVE,Toni L. Foulkes,WEST ENGLEWOOD,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7905912873000033869175240397453,-87.6718873071999951207544654607773,Network 11,1(773)535-9080,"609986",HENDERSON,"15","60636",26.7293,"74"
4316 S PRINCETON AVE,Patricia R. Dowell,FULLER PARK,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8157877517000002853819751180708,-87.6336644773000017494268831796944,Network 9,1(773)535-1696,"609987",HENDRICKS,"3","60609",24.5690,"94"
4250 N SAINT LOUIS AVE,Rey Colon,IRVING PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.9589887977999964618902595248073,-87.7156323716999963835405651479959,Network 1,1(773)534-5060,"609988",HENRY,"35","60618",27.3825,"80"
1212 S PLYMOUTH CT,Patricia R. Dowell,NEAR SOUTH SIDE,"6",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.8668745061999985068723617587239,-87.6286150037999931328158709220588,ISP,1(773)534-8690,"609990",SOUTH LOOP,"3","60605",13.2327,"148"
3711 W DOUGLAS BLVD,Michael D. Chandler,NORTH LAWNDALE,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8620812970000031327799661085010,-87.7189938543999971898301737383008,AUSL,1(773)534-1480,"609991",HERZL,"24","60623",30.0491,"111"
4619 S WOLCOTT AVE,Toni L. Foulkes,NEW CITY,"8",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8097702971000018123959307558835,-87.6721815932999959386506816372275,Network 8,1(773)535-4389,"609993",LARA,"15","60609",22.1039,"77"
3244 W AINSLIE ST,Deborah Mell,ALBANY PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.9703352351999967595475027337670,-87.7103616138000035107324947603047,Network 1,1(773)534-5191,"609994",HIBBARD,"33","60625",23.9984,"57"
5625 N MCVICKER AVE,John Arena,NORWOOD PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9836716960000018161736079491675,-87.7791230521000045428081648424268,Network 1,1(773)534-1189,"609995",HITCH,"45","60646",21.0769,"64"
1104 W 31ST ST,James A. Balcer,BRIDGEPORT,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8380273877999968590302160009742,-87.6537916683000020157123799435794,Network 6,1(773)535-7200,"609996",HOLDEN,"11","60608",16.9196,"118"
955 W GARFIELD BLVD,JoAnn Thompson,ENGLEWOOD,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7937876494000022375985281541944,-87.6497953555000037795252865180373,Network 11,1(773)535-9025,"609997",HOLMES,"16","60621",35.0711,"100"
720 N LOREL AVE,Emma M. Mitts,AUSTIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8936122113999971361408825032413,-87.7593983850999990181662724353373,AUSL,1(773)534-6060,"610000",HOWE,"37","60644",24.8902,"80"
8905 S CRANDON AVE,Gregory Mitchell,CALUMET HEIGHTS,"12",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7333377526000006696449418086559,-87.5682281017000008205286576412618,Network 12,1(773)535-6425,"610002",HOYNE,"7","60617",17.6128,"24"
8324 S RACINE AVE,"Howard B. Brookins, Jr.",AUBURN GRESHAM,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7424516272999994725978467613459,-87.6536334471000060375445173121989,Network 11,1(773)535-8250,"610003",CUFFE,"21","60620",24.3427,"56"
10650 S EBERHART AVE,Anthony A. Beale,ROSELAND,"13",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7003351416000000995154550764710,-87.6112444583999945280083920806646,Network 13,1(773)535-5375,"610004",CULLEN,"9","60628",26.8503,"85"
4247 W 15TH ST,Michael D. Chandler,NORTH LAWNDALE,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8605177386000022465850634034723,-87.7317773870999957352978526614606,Network 5,1(773)534-1762,"610005",HUGHES C,"24","60623",28.4028,"92"
3849 W 69TH PL,Marty Quinn,WEST LAWN,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7667852820000007341150194406509,-87.7195408326000034548997064121068,Network 10,1(773)535-2068,"610006",HURLEY,"13","60629",16.5782,"48"
820 S CARPENTER ST,Daniel S. Solis,NEAR WEST SIDE,"6",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.8712548247000029277842259034514,-87.6533655531000022165244445204735,Network 6,1(773)534-7070,"610009",GALILEO,"25","60607",26.3249,"98"
3149 N WOLCOTT AVE,Scott Waguespack,NORTH CENTER,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9392474973000020099789253436029,-87.6758097186999947325602988712490,Network 4,1(773)534-5500,"610010",JAHN,"32","60657",29.2353,"94"
5650 N MOZART ST,Patrick O'Connor,WEST RIDGE,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9846407766999973887322994414717,-87.7005294198000058258912758901715,Network 2,1(773)534-2395,"610011",JAMIESON,"40","60659",31.7074,"70"
1119 N CLEVELAND AVE,"Walter Burnett, Jr.",NEAR NORTH SIDE,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9020548419999983025263645686209,-87.6410555597000069383284426294267,Network 6,1(773)534-8440,"610012",JENNER,"27","60610",17.6124,"111"
1420 W 17TH ST,Daniel S. Solis,LOWER WEST SIDE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8588488759000014738376194145530,-87.6622094333999939408386126160622,Network 7,1(773)534-7675,"610013",PILSEN,"25","60608",11.9632,"130"
1746 S MILLER ST,Daniel S. Solis,LOWER WEST SIDE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8580647771999991846314514987171,-87.6523015945000025794797693379223,Network 7,1(773)534-7375,"610015",JUNGMAN,"25","60608",16.6890,"108"
9241 S LEAVITT ST,Matthew J. O'Shea,BEVERLY,"10",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7252634402000026625501050148159,-87.6772325059999957375111989676952,Network 10,1(773)535-2590,"610016",KELLOGG,"19","60620",41.3712,"36"
2850 W 24TH BLVD,George A. Cardenas,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8479407163000018954335246235132,-87.6973155374000015171986888162792,Network 7,1(773)534-1770,"610017",SAUCEDO,"12","60623",25.4061,"105"
6450 S LOWE AVE,Willie B. Cochran,ENGLEWOOD,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7764528107000003842586011160165,-87.6408920254000065597210777923465,Network 11,1(773)535-3050,"610019",KERSHAW,"20","60621",26.5198,"44"
3501 W POTOMAC AVE,Roberto Maldonado,HUMBOLDT PARK,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9045027645000018878818082157522,-87.7142336466999950062017887830734,AUSL,1(773)534-4444,"610021",CASALS,"26","60651",15.8288,"43"
6700 N GREENVIEW AVE,Joe A. Moore,ROGERS PARK,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.0036404633000017838639905676246,-87.6682224665999996204845956526697,Network 2,1(773)534-2115,"610022",KILMER,"49","60626",29.4119,"52"
2345 S MILLARD AVE,Ricardo Munoz,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2, 3",41.8484877706999967017509334255010,-87.7160174073000007410882972180843,Network 7,1(773)534-1465,"610024",CARDENAS,"22","60623",21.1848,"99"
5625 S MOBILE AVE,Marty Quinn,GARFIELD RIDGE,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7899646345000022051863197702914,-87.7794825999999943633156362921000,ISP,1(773)535-2425,"610026",KINZIE,"13","60638",26.1365,"98"
9351 S LOWE AVE,"Howard B. Brookins, Jr.",WASHINGTON HEIGHTS,"11",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7236269061000015767604054417461,-87.6395207212000002527929609641433,Network 11,1(773)535-3151,"610027",KIPLING,"21","60620",20.7267,"58"
1501 N GREENVIEW AVE,Bob Fioretti,WEST TOWN,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9088861283999989382209605537355,-87.6650932719999929076948319561779,Network 6,1(773)534-4750,"610029",LOZANO,"2","60642",13.2141,"131"
936 E 54TH ST,Leslie A. Hairston,HYDE PARK,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7980018784000009191004210151732,-87.6024814478000024564607883803546,Network 9,1(773)535-0980,"610030",KOZMINSKI,"5","60615",30.9483,"84"
1150 W 96TH ST,"Howard B. Brookins, Jr.",WASHINGTON HEIGHTS,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7192919478000021626939997076988,-87.6525001392000007172100595198572,Network 11,1(773)535-2575,"610032",GREEN,"21","60643",20.6227,"93"
1734 N ORLEANS ST,Michele Smith,LINCOLN PARK,"4",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9138995331000003830013156402856,-87.6375648635000032982134143821895,Network 4,1(773)534-8470,"610033",LASALLE,"43","60614",22.5932,"140"
3500 W DOUGLAS BLVD,Michael D. Chandler,NORTH LAWNDALE,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8629600248000031115225283429027,-87.7129567868000066255262936465442,Network 5,1(773)534-1635,"610034",LAWNDALE,"24","60623",27.7444,"109"
1431 N LEAMINGTON AVE,Emma M. Mitts,AUSTIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9068260502999976324645103886724,-87.7545499505999941902700811624527,AUSL,1(773)534-3060,"610036",LEWIS,"37","60651",25.3683,"89"
5300 S LOOMIS BLVD,Willie B. Cochran,NEW CITY,"11",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7976848325999981170753017067909,-87.6599328178999996907805325463414,Network 11,1(773)535-9050,"610037",LIBBY,"20","60609",43.1367,"67"
615 W KEMPER PL,Michele Smith,LINCOLN PARK,"4",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9245248164000017254693375434726,-87.6444973038999961545414407737553,Network 4,1(773)534-5720,"610038",LINCOLN,"43","60614",23.2150,"107"
3221 N SACRAMENTO AVE,Deborah Mell,AVONDALE,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9400092803000035246441257186234,-87.7026346743000004835266736336052,Network 4,1(773)534-5262,"610039",VON LINNE,"33","60618",16.9021,"116"
2103 N LAMON AVE,Nicholas Sposato,BELMONT CRAGIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5",41.9188140962999966632196446880698,-87.7485150134999969395721564069390,ISP,1(773)534-3070,"610040",LLOYD,"36","60639",22.8736,"94"
2828 N OAK PARK AVE,Nicholas Sposato,MONTCLARE,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9317623546999982409033691510558,-87.7956040711000014198361895978451,Network 3,1(773)534-3300,"610041",LOCKE J,"36","60634",30.5459,"101"
6333 W BLOOMINGDALE AVE,Chris Taliaferro,AUSTIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9127180270999986078095389530063,-87.7839188468000060083795688115060,Network 3,1(773)534-3130,"610043",LOVETT,"29","60639",31.1738,"74"
3320 W HIRSCH ST,Roberto Maldonado,HUMBOLDT PARK,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9065195915000003878958523273468,-87.7102170019999931582788121886551,Network 5,1(773)534-4300,"610044",LOWELL,"26","60651",26.7227,"33"
2941 N MCVICKER AVE,Ariel E. Reboyras,BELMONT CRAGIN,"3",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9341921628000022792548406869173,-87.7771741988999991690434399060905,Network 3,1(773)534-3120,"610046",LYON,"30","60634",25.8850,"102"
7433 S DORCHESTER AVE,Michelle A. Harris,SOUTH SHORE,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7595480601000019760249415412545,-87.5907123955999935560612357221544,Network 12,1(773)535-0551,"610047",MADISON,"8","60619",23.0703,"59"
1420 N HUDSON AVE,"Walter Burnett, Jr.",NEAR NORTH SIDE,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9082468824000002882712578866631,-87.6398265134999974179663695394993,Network 4,1(773)534-8456,"610048",MANIERRE,"27","60610",22.5473,"110"
5252 W PALMER ST,Nicholas Sposato,BELMONT CRAGIN,"3",District,ES,"6, 7, 8",41.9201547705999999493542418349534,-87.7581542570000010528019629418850,Network 3,1(773)534-3250,"610051",NORTHWEST,"36","60639",26.1835,"89"
8050 S CHAPPEL AVE,Michelle A. Harris,SOUTH CHICAGO,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7482741277000002355634933337569,-87.5748156373000057328681577928364,Network 12,1(773)535-6640,"610052",MANN,"8","60617",23.3995,"46"
6550 S RICHMOND ST,Latasha R. Thomas,CHICAGO LAWN,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7738810801999989053001627326012,-87.6970297991999956366271362639964,AUSL,1(773)535-9260,"610053",MARQUETTE,"17","60629",27.2654,"48"
9822 S EXCHANGE AVE,Susie Sadlowski Garza,SOUTH DEERING,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7165880149999992454468156211078,-87.5524834263000002465560100972652,Network 13,1(773)535-6430,"610054",MARSH,"10","60617",31.9959,"52"
3250 W MONROE ST,Jason C. Ervin,EAST GARFIELD PARK,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8797135913999980516564392019063,-87.7080920204000022977197659201920,Network 5,1(773)534-6670,"610055",FARADAY,"28","60624",18.3709,"96"
4217 W 18TH ST,Michael D. Chandler,NORTH LAWNDALE,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8568637011000035386132367420942,-87.7316724332000035246892366558313,Network 5,1(773)534-1530,"610056",MASON,"24","60623",25.2054,"76"
6201 S FAIRFIELD AVE,JoAnn Thompson,CHICAGO LAWN,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7809038986000018667255062609911,-87.6921150638000028720853151753545,Network 10,1(773)535-9500,"610057",FAIRFIELD,"16","60629",23.6261,"94"
2250 N CLIFTON AVE,Michele Smith,LINCOLN PARK,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9232035224000014750345144420862,-87.6572874391000027571863029152155,Network 4,1(773)534-5535,"610059",MAYER,"43","60614",25.5873,"93"
1340 W HARRISON ST,Jason C. Ervin,NEAR WEST SIDE,"6",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.8742996387000019353763491380960,-87.6609846717999943166432785801589,Network 6,1(773)534-7000,"610060",JACKSON A,"28","60607",26.9426,"116"
3527 S WALLACE ST,James A. Balcer,BRIDGEPORT,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8299928635000028975809982512146,-87.6411025752999961468958645127714,Network 6,1(773)535-1732,"610062",MCCLELLAN,"11","60609",23.8165,"76"
2712 S SAWYER AVE,Ricardo Munoz,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5",41.8422671661000009635245078243315,-87.7063000927000047113324399106205,Network 7,1(773)535-7252,"610063",MCCORMICK,"22","60623",17.3737,"94"
6543 S CHAMPLAIN AVE,Willie B. Cochran,WOODLAWN,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7754238444000023378066543955356,-87.6093572110000025077169993892312,Network 9,1(773)535-0570,"610065",TILL,"20","60637",26.3829,"79"
8801 S INDIANA AVE,Anthony A. Beale,CHATHAM,"12",District,ES,"K, 1, 2, 3, 4, 5, 6",41.7345499083999982303794240579009,-87.6192144437000024481676518917084,Network 12,1(773)535-3669,"610066",MCDADE,"9","60619",27.1187,"35"
6901 S FAIRFIELD AVE,Latasha R. Thomas,CHICAGO LAWN,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7681427646000003051085514016449,-87.6917865021000011438445653766394,Network 10,1(773)535-9340,"610067",MCKAY,"17","60629",28.4839,"6"
5411 W FULLERTON AVE,Nicholas Sposato,BELMONT CRAGIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9239552581000012310141755733639,-87.7615147706000016114558093249798,Network 3,1(773)534-3100,"610068",HANSON PARK,"36","60639",25.2413,"81"
